Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:14230000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;DataLiq;HoraLiq;NumMedicaoLiq;Cota;Vazao;AreaMolhada;Largura;VelMedia;ConcentracaoMatSuspensao;CotaDeMedicao;TemperaturaDaAgua;ConcentracaoDaAmostraExtra;CondutividadeEletrica;Observacoes
14230000;1;17/12/1997;01/01/1900 07:00;18;17/12/1997;01/01/1900 07:00;62;1402;"676,0";"2477,0";"244,0";"0,273";"3,94";;;;;
14230000;1;02/09/1997;01/01/1900 07:00;15;02/09/1997;01/01/1900 07:00;61;1548;"1359,0";"2823,0";"250,5";"0,481";"4,16";;;;;
14230000;1;02/09/1997;01/01/1900 07:00;17;02/09/1997;01/01/1900 07:00;61;1548;"1359,0";"2823,0";"250,5";"0,481";"4,16";;;;;
14230000;1;21/05/1997;01/01/1900 07:00;16;21/05/1997;01/01/1900 07:00;60;1800;"2322,0";"3451,0";"260,2";"0,673";"2,84";;;;;
14230000;1;30/09/1996;01/01/1900 07:00;15;30/09/1996;01/01/1900 07:00;59;1801;"2502,0";"3477,0";"259,6";"0,72";"4,92";;;;;
14230000;1;12/07/1996;01/01/1900 07:00;14;12/07/1996;01/01/1900 07:00;58;1976;"3029,0";"3926,0";"281,9";"0,771";"1,75";;;;;
14230000;1;08/03/1996;01/01/1900 07:00;13;08/03/1996;01/01/1900 07:00;57;1801;"2636,0";"3440,0";"259,3";"0,766";"4,13";;;;;
14230000;1;28/11/1995;01/01/1900 07:00;12;28/11/1995;01/01/1900 07:00;56;1625;"1743,0";"2981,0";"255,5";"0,585";"2,32";;;;;
14230000;1;25/08/1995;01/01/1900 07:00;11;25/08/1995;01/01/1900 07:00;55;1763;"2315,0";"3222,0";"257,8";"0,719";"6,43";;;;;
14230000;1;16/06/1995;01/01/1900 07:00;10;16/06/1995;01/01/1900 07:00;54;1879;"2563,0";"3693,0";"262,0";"0,694";"6,56";;;;;
14230000;1;04/11/1994;01/01/1900 07:00;9;04/11/1994;01/01/1900 07:00;53;1501;"1088,0";"2719,0";"250,0";"0,4";"4,43";;;;;
14230000;1;25/06/1994;01/01/1900 07:00;8;25/06/1994;01/01/1900 07:00;52;1973;"3013,0";"3859,0";"283,1";"0,781";"5,37";;;;;
14230000;1;12/03/1994;01/01/1900 07:00;7;12/03/1994;01/01/1900 07:00;51;1463;"966,0";"2717,0";"247,0";"0,356";"8,78";;;;;
14230000;1;09/01/1994;01/01/1900 07:00;6;09/01/1994;01/01/1900 07:00;50;1482;"929,0";"2774,0";"248,4";"0,335";"5,69";;;;;
14230000;1;12/05/1993;01/01/1900 07:00;5;12/05/1993;01/01/1900 07:00;0;1920;"3036,0";"3750,0";"262,5";"0,81";"3,09";;;;;
14230000;1;03/12/1992;01/01/1900 07:00;4;03/12/1992;01/01/1900 07:00;48;1668;"1737,0";"3184,0";"256,5";"0,546";"5,67";;;;;
14230000;1;12/08/1992;01/01/1900 07:00;3;12/08/1992;01/01/1900 07:00;47;2006;"3173,0";"4036,0";"285,5";"0,786";"1,42";;;;;
