Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:14220000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
14220000;1;12/11/2008;01/01/1900 11:40;62;"569,0";"308,553";"441,87";"111,9";"0,698";"3,95";;
14220000;1;15/08/2008;01/01/1900 14:00;61;"690,0";"395,817";"542,98";"113,9";"0,729";"4,77";;
14220000;1;31/03/2008;01/01/1900 13:20;60;"509,0";"178,104";"366,6";"111,15";"0,486";"3,3";;
14220000;1;14/07/2007;01/01/1900 09:00;59;"834,0";"406,176";"766,56";"116,1";"0,53";"6,6";;
14220000;2;10/09/2006;01/01/1900 16:55;58;"637,0";"262,173";"485,0";"112,66";"0,541";"4,3";;
14220000;1;10/09/2006;01/01/1900 16:55;58;"637,0";"262,173";"485,0";"112,66";"0,541";"4,3";;
14220000;2;08/09/2005;01/01/1900 11:10;57;"541,0";"217,431";"422,17";"113,2";"0,515";"3,73";;
14220000;1;08/09/2005;01/01/1900 11:10;57;"541,0";"217,431";"422,17";"113,2";"0,515";"3,73";;
14220000;2;05/10/2004;01/01/1900 18:15;56;"600,0";"286,0";"467,0";"112,0";"0,612";"4,17";;
14220000;1;05/10/2004;01/01/1900 18:15;56;"600,0";"286,0";"467,0";"112,0";"0,612";"4,17";;
14220000;2;12/07/2004;01/01/1900 15:10;55;"744,0";"441,0";"624,0";"114,6";"0,706";"5,45";;
14220000;1;12/07/2004;01/01/1900 15:10;55;"744,0";"441,0";"624,0";"114,6";"0,706";"5,45";;
14220000;2;08/10/2003;01/01/1900 14:20;68;"656,0";"298,0";"511,0";"112,8";"0,584";"4,53";;
14220000;1;08/10/2003;01/01/1900 14:20;68;"656,0";"298,0";"511,0";"112,8";"0,584";"4,53";;
14220000;2;25/06/2003;01/01/1900 10:00;67;"765,0";"471,0";"640,0";"113,7";"0,735";"5,63";;
14220000;1;25/06/2003;01/01/1900 10:00;67;"765,0";"471,0";"640,0";"113,7";"0,735";"5,63";;
14220000;2;28/10/2002;01/01/1900 09:10;52;"667,0";"381,22";"549,15";"112,34";"0,694";"4,89";;
14220000;1;28/10/2002;01/01/1900 09:10;66;"667,0";"381,22";"549,15";"112,34";"0,694";"4,89";;
14220000;2;19/04/2002;01/01/1900 09:37;51;"509,0";"220,0";"387,0";"109,9";"0,568";"3,52";;
14220000;1;19/04/2002;01/01/1900 09:37;51;"509,0";"220,0";"387,0";"109,9";"0,568";"3,52";;
14220000;2;20/08/2001;01/01/1900 17:20;50;"693,0";"400,91";"577,26";"112,5";"0,694";"5,13";;
14220000;1;20/08/2001;01/01/1900 17:20;50;"693,0";"400,91";"577,26";"112,5";"0,694";"5,13";;
14220000;2;16/05/2001;01/01/1900 13:00;49;"779,0";"431,0";"702,0";"113,6";"0,614";"6,18";;
14220000;1;16/05/2001;01/01/1900 13:00;49;"779,0";"431,0";"702,0";"113,6";"0,614";"6,18";;
14220000;2;01/12/2000;01/01/1900 11:00;48;"408,0";"156,7";"249,8";"104,1";"0,623";"2,39";;
14220000;1;01/12/2000;01/01/1900 11:00;48;"408,0";"156,7";"249,8";"104,1";"0,623";"2,39";;
14220000;2;20/08/2000;01/01/1900 07:00;47;"757,0";"456,0";"621,0";"113,3";"0,735";"5,48";;
14220000;1;20/08/2000;01/01/1900 07:00;47;"757,0";"456,0";"621,0";"113,3";"0,735";"5,48";;
14220000;2;18/06/2000;01/01/1900 07:00;46;"691,0";"403,0";"586,0";"112,7";"0,688";"5,2";;
14220000;1;18/06/2000;01/01/1900 07:00;46;"691,0";"403,0";"586,0";"112,7";"0,688";"5,2";;
14220000;2;18/02/2000;01/01/1900 07:00;45;"289,0";"76,9";"164,0";"99,2";"0,468";"1,66";;
14220000;1;18/02/2000;01/01/1900 07:00;45;"289,0";"76,9";"164,0";"99,2";"0,468";"1,66";;
14220000;2;22/11/1999;01/01/1900 07:00;44;"415,0";"171,0";"269,0";"104,7";"0,636";"2,57";;
14220000;1;22/11/1999;01/01/1900 07:00;44;"415,0";"171,0";"269,0";"104,7";"0,636";"2,57";;
14220000;2;21/08/1999;01/01/1900 07:00;43;"741,0";"410,0";"583,0";"113,3";"0,703";"5,14";;
14220000;1;21/08/1999;01/01/1900 07:00;43;"741,0";"410,0";"583,0";"113,3";"0,703";"5,14";;
14220000;2;23/05/1999;01/01/1900 07:00;42;"715,0";"437,0";"634,0";"112,8";"0,69";"5,62";;
14220000;1;23/05/1999;01/01/1900 07:00;42;"715,0";"437,0";"634,0";"112,8";"0,69";"5,62";;
14220000;2;18/02/1999;01/01/1900 07:00;41;"674,0";"389,0";"583,0";"112,2";"0,667";"5,19";;
14220000;1;18/02/1999;01/01/1900 07:00;41;"674,0";"389,0";"583,0";"112,2";"0,667";"5,19";;
14220000;2;02/12/1998;01/01/1900 07:00;40;"447,0";"189,0";"313,3";"106,2";"0,603";"2,95";;
14220000;1;02/12/1998;01/01/1900 07:00;40;"447,0";"189,0";"313,3";"106,2";"0,603";"2,95";;
14220000;2;02/09/1998;01/01/1900 07:00;39;"603,0";"312,0";"456,0";"109,2";"0,685";"4,17";;
14220000;1;02/09/1998;01/01/1900 07:00;39;"603,0";"312,0";"456,0";"109,2";"0,685";"4,17";;
14220000;2;21/05/1998;01/01/1900 07:00;38;"814,0";"474,0";"747,0";"113,7";"0,634";"6,57";;
14220000;1;21/05/1998;01/01/1900 07:00;38;"814,0";"474,0";"747,0";"113,7";"0,634";"6,57";;
